round,train_accuracy,train_logloss,train_precision_bin,train_recall_bin,train_f1_bin,train_precision_macro,train_recall_macro,train_f1_macro,train_tn,train_fp,train_fn,train_tp,train_sensitivity,train_specificity,train_balanced_accuracy,train_roc_auc,train_pr_auc,comm_download_bytes,comm_upload_bytes,fl_algo,dataset_balance_type,fraction,failure_rate,iid,seed
1,0.8182159624413146,0.4167691280438519,0.8196314361682842,0.820581223256738,0.8192208337366192,0.8188237694279503,0.8184739945612413,0.8177645355259928,113.41934272300468,25.58009389671362,25.368262910798116,115.89615023474178,0.820581223256738,0.8163667658657442,0.8184739945612413,0.9018699916525637,0.9022226123947219,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
2,0.8174647887323943,0.42110517470070724,0.8169601208811524,0.812624099512742,0.8139711013295855,0.8181560852378665,0.8174315423167815,0.8169981341374565,116.75981220657276,25.29230046948356,25.866760563380268,112.34497652582158,0.812624099512742,0.8222389851208218,0.8174315423167815,0.8994232432279209,0.8978769918407847,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
3,0.8179342723004696,0.4158821002495394,0.8179227932914422,0.8196044809300798,0.8182048639969751,0.8180793522378054,0.817984532260925,0.8174620532560964,113.9481690140845,25.658122065727692,25.36732394366197,115.29023474178399,0.8196044809300798,0.8163645835917706,0.817984532260925,0.9010684298753681,0.8977250876199171,47.99999999999995,47.99999999999995,FedAdam,balanced,1,0.3,1,428956419
4,0.8222535211267601,0.40893420091344795,0.8188789444318613,0.8229147531405041,0.8205149986446785,0.822369157988424,0.8221659476056971,0.8218898313276504,116.23483568075117,25.26403755868544,24.552488262910796,114.21248826291077,0.8229147531405041,0.8214171420708906,0.8221659476056971,0.9059295250498411,0.9037019296111101,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
5,0.8149295774647887,0.4132178684366928,0.8133941096792143,0.8160222581377561,0.8139522844727731,0.8154109234746254,0.8150877001672294,0.814479540307189,114.63042253521128,26.185633802816895,25.683661971830983,113.76413145539908,0.8160222581377561,0.8141531421967023,0.8150877001672294,0.9015423612738714,0.9015851882186598,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
6,0.8169953051643191,0.4146176418211233,0.8214603078260871,0.8137633249022596,0.816818718607111,0.8177677302398829,0.8171377557045568,0.8166684548842466,114.15727699530517,25.0006572769953,26.287323943661963,114.81859154929573,0.8137633249022596,0.8205121865068548,0.8171377557045568,0.9004785151488601,0.8988214959543104,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
7,0.8168075117370892,0.4073189071121209,0.8092700457617243,0.8212066571277528,0.8147074026961929,0.8169018848746992,0.8166907285525843,0.8162679197654804,115.65539906103285,26.70948356807511,24.63117370892019,113.26779342723005,0.8212066571277528,0.8121747999774155,0.8166907285525843,0.9017086706278702,0.8996307994056265,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
8,0.8199061032863848,0.40650996468854206,0.8160444676903691,0.8247141260519416,0.8197976611064454,0.8203442838908479,0.8196979255442286,0.819419835886882,114.44892018779345,26.0250704225352,24.446197183098597,115.343661971831,0.8247141260519416,0.8146817250365157,0.8196979255442286,0.9048860773377114,0.9041832069454107,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
9,0.8236619718309857,0.40621020676462644,0.8194062925066746,0.8259812268919134,0.8219233104816155,0.8237943866779366,0.8238936567921128,0.8230805340984269,116.42206572769953,25.237464788732396,24.1837558685446,114.42056338028168,0.8259812268919134,0.8218060866923123,0.8238936567921128,0.9051314442420101,0.903201879869345,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
10,0.8222535211267605,0.405238733475872,0.8218358400931896,0.8233882922221736,0.821808199133264,0.8229037960041296,0.8224687983329995,0.8218799430763197,115.18338028169013,25.054272300469478,24.762253521126766,115.26394366197182,0.8233882922221736,0.8215493044438253,0.8224687983329995,0.9038716084083934,0.9029099947638725,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
11,0.8216901408450704,0.40809266384360043,0.8187788690576234,0.8248220991253032,0.8209785720742517,0.8221553572148041,0.8220830484461404,0.8212961261184655,115.34197183098586,25.474553990610325,24.500563380281694,114.94676056338027,0.8248220991253032,0.8193439977669775,0.8220830484461404,0.9023461796256215,0.9011585992402674,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
12,0.820657276995305,0.4084401635100382,0.8172173615751677,0.8264895445356029,0.8212350649729728,0.82093901203903,0.8208261289808916,0.8202619323711668,114.33971830985918,25.92046948356808,24.34112676056338,115.6625352112676,0.8264895445356029,0.8151627134261801,0.8208261289808916,0.9009115083993267,0.8972629153957189,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
13,0.8210328638497651,0.40498037464438924,0.8173058570901396,0.8250938099872843,0.8206392048763611,0.8213620228321551,0.8209278104955594,0.8205834601565876,114.86854460093896,25.76272300469484,24.392206572769954,115.24037558685447,0.8250938099872843,0.8167618110038349,0.8209278104955594,0.9020027840242089,0.9001433065115094,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
14,0.8170892018779342,0.40937168886038566,0.8124870856912253,0.8239212078625766,0.8176662149014226,0.8172966157991836,0.8169331539956705,0.8165666132653503,113.76403755868546,26.631267605633806,24.630140845070418,115.23840375586853,0.8239212078625766,0.8099451001287645,0.8169331539956705,0.8990169175912854,0.897192521932364,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
15,0.8245070422535211,0.39594958058344837,0.8202355092139635,0.8310729740757231,0.8250574212196379,0.8248202230892582,0.8246585004860805,0.8241336978098529,114.9442253521127,25.501126760563366,23.68244131455399,116.13605633802814,0.8310729740757231,0.8182440268964375,0.8246585004860805,0.907135145900009,0.9039452660845589,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
16,0.8244131455399061,0.39655512331253173,0.8247131552864108,0.8235817992577341,0.8235066620053267,0.8248119586703315,0.8245663562547892,0.8240624071393607,115.8663849765258,24.527230046948347,24.68516431924883,115.18507042253519,0.8235817992577341,0.8255509132518443,0.8245663562547892,0.9054157391878472,0.9046575508694001,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
17,0.8271361502347417,0.3968462200640549,0.8254114524501928,0.8280624081721285,0.8261852816250324,0.8272445634901208,0.8268941314747513,0.8265222034045228,116.08000000000001,24.473615023474174,23.973051643192488,115.73718309859154,0.8280624081721285,0.8257258547773743,0.8268941314747513,0.9056970947929138,0.9049123131347003,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
18,0.8226291079812205,0.39481118734567405,0.8264098760213541,0.8229648251227887,0.8241379368284483,0.8228650480506878,0.822750708642764,0.8222544331920018,113.76075117370891,24.5538028169014,25.156056338028165,116.79323943661971,0.8229648251227887,0.8225365921627397,0.822750708642764,0.9065290163994716,0.9081464104881956,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
19,0.8256338028169015,0.3961495805896483,0.8325602965452092,0.8239012556899815,0.8275489050958154,0.8260421020565435,0.8258952139869443,0.8252865214613447,113.89211267605629,23.685164319248827,25.180563380281683,117.50600938967133,0.8239012556899815,0.827889172283907,0.8258952139869443,0.906222032730009,0.90581960048876,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
20,0.8208450704225352,0.3940655042179309,0.822689456685962,0.8209199660711463,0.8213256123665076,0.8208679330143274,0.8207871213703364,0.8203508128940722,114.07943661971828,24.94685446009389,25.260845070422526,115.97671361502347,0.8209199660711463,0.8206542766695265,0.8207871213703364,0.9062200806743165,0.9055895349391735,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
21,0.8251643192488263,0.39119165330460764,0.8222048793955976,0.8280029997411339,0.8245530436355604,0.8254092314922977,0.8253048191328421,0.8248096691406829,115.68375586854461,24.97549295774647,24.02384976525822,115.58075117370889,0.8280029997411339,0.8226066385245512,0.8253048191328421,0.9070719914536252,0.9036061748929153,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
22,0.8213145539906103,0.3994352435029117,0.817175139593438,0.8295586666120356,0.8225822310809572,0.8218950522956103,0.8217180043949901,0.8210070503918002,113.8683568075117,26.107136150234737,23.973051643192484,116.31530516431923,0.8295586666120356,0.8138773421779449,0.8217180043949901,0.9028958368508339,0.8994596432717045,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
23,0.8237558685446009,0.39370770790975557,0.8258853072522223,0.8175189075059067,0.8211570067256497,0.8236558128651882,0.8236774020981765,0.8231178109957311,116.78882629107979,23.973615023474174,25.420281690140854,114.08112676056338,0.8175189075059067,0.8298358966904464,0.8236774020981765,0.9056078059928018,0.9029267431936223,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
24,0.8228169014084508,0.3920014484854027,0.820819001203496,0.8240664576499288,0.8217689247588407,0.8231279746604068,0.8227122037198805,0.8222615544998259,115.36807511737088,25.131549295774644,24.525633802816905,115.23859154929576,0.8240664576499288,0.8213579497898325,0.8227122037198805,0.9060147603150371,0.9051457781190861,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
25,0.8191549295774646,0.3967424997253472,0.816337568553332,0.8246460179701355,0.819938066968202,0.819560220423883,0.81927136254827,0.8188656476005505,113.86835680751169,26.051361502347422,24.629014084507045,115.715117370892,0.8246460179701355,0.813896707126405,0.81927136254827,0.9032584301152532,0.9011852270005669,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
26,0.8215962441314555,0.38915982866970034,0.8197633769503839,0.8274791081208065,0.8228950521486622,0.822103433144,0.8219529335651155,0.8213020683050014,113.7627230046948,25.63408450704225,24.36516431924882,116.5018779342723,0.8274791081208065,0.8164267590094244,0.8219529335651155,0.9082594034514427,0.9064537841019112,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
27,0.8205633802816902,0.3954468231497934,0.8169815760771489,0.8241050568663523,0.8199368948221915,0.8207454683796391,0.820850859440432,0.8201848506142329,115.13323943661972,25.762723004694838,24.524976525821593,114.84291079812205,0.8241050568663523,0.8175966620145122,0.820850859440432,0.9042734460863079,0.9019500337885638,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
28,0.8240375586854461,0.39580901836994126,0.8244438334732269,0.8256555137033118,0.8242260137573875,0.8246710028752978,0.8243020224552245,0.8236638923623822,114.84197183098593,24.791079812206576,24.52535211267606,116.10544600938968,0.8256555137033118,0.8229485312071375,0.8243020224552245,0.9042009930093651,0.9031951936387326,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
29,0.8252582159624411,0.38938882547035597,0.8207464859674345,0.8300823524782366,0.8245678227308991,0.8257296726040086,0.8257638046004218,0.8248972599548148,115.92046948356806,25.263192488262906,23.70957746478873,115.37061032863853,0.8300823524782366,0.821445256722607,0.8257638046004218,0.9077422890545095,0.9044981789873201,47.99999999999996,47.99999999999996,FedAdam,balanced,1,0.3,1,428956419
