round,train_accuracy,train_logloss,train_precision_bin,train_recall_bin,train_f1_bin,train_precision_macro,train_recall_macro,train_f1_macro,train_tn,train_fp,train_fn,train_tp,train_sensitivity,train_specificity,train_balanced_accuracy,train_roc_auc,train_pr_auc,comm_download_bytes,comm_upload_bytes,fl_algo,dataset_balance_type,fraction,failure_rate,iid,seed
6,0.9004474272930648,0.2619277058025089,0.07772777930125335,0.4031506338553319,0.1183584415188116,0.5349163507001269,0.6528345037047325,0.5299794422909203,159.7897091722595,10.87248322147651,1.0850111856823266,1.4697986577181208,0.4031506338553319,0.902518373554133,0.6528345037047325,0.6132514586411739,0.34212363281853797,48.00000000000001,48.00000000000001,FedAdagrad,imbalanced,1,0.3,0,1282538739
7,0.6854077253218887,1.5699646087870605,0.13779756799420917,0.582616802606073,0.17280348647553076,0.5551331020027119,0.6379016644845387,0.4864753374627418,130.95579399141633,65.62789699570816,2.662231759656652,3.9600858369098715,0.582616802606073,0.6931865263630047,0.6836098189909764,,0.37692863393676246,48.0,48.0,FedAdagrad,imbalanced,1,0.3,0,1282538739
8,0.761446710273182,0.840359513053171,0.10868955061715486,0.5092227052292664,0.149405706684255,0.5490784058185307,0.6358466333650402,0.5023618107606398,142.63639861485186,49.14928818776452,0.8599461331281262,2.8330126971912275,0.5092227052292664,0.7624705615008138,0.7343460562199844,,0.41648811699539384,48.0,48.0,FedAdagrad,imbalanced,1,0.3,0,1282538739
9,0.7954856361149111,0.8150434871455094,0.12774794473096496,0.5749967428831999,0.1688849774923751,0.5582946020705013,0.6867764650202516,0.5221298986287515,166.90424076607388,39.51094391244871,1.0300957592339262,2.869357045143639,0.5749967428831999,0.7985561871573036,0.7346560819833159,,0.4935108007458398,48.0,48.0,FedAdagrad,imbalanced,1,0.3,0,1282538739
10,0.742084942084942,1.0072275330331621,0.16036336440207874,0.7437888537888538,0.19500480525196312,0.5737354481295416,0.7426238905534469,0.5151271411705921,164.85791505791505,56.474517374517376,1.1011583011583013,3.479150579150579,0.7437888537888538,0.74145892731804,0.7426238905534469,0.8306283206088945,0.5600280609502432,48.0,48.0,FedAdagrad,imbalanced,1,0.3,0,1282538739
11,0.7849172758753366,0.5928129372958939,0.12058309360249908,0.7942248850290404,0.1707552343851966,0.5568544606622127,0.7888070995360938,0.5214862734415705,185.04040015390532,50.45902270103886,0.3143516737206618,3.2316275490573294,0.7942248850290404,0.783389314043147,0.8497920937646433,,0.5184525764184317,48.0,48.0,FedAdagrad,imbalanced,1,0.3,0,1282538739
12,0.743011280039235,0.9704034349725713,0.12632953031752678,0.5768303790373432,0.14888521350516937,0.555738192071604,0.6614543601778046,0.49317422876406397,125.80333496812162,41.44678764100049,1.0353114271701815,2.706718979892104,0.5768303790373432,0.7460783413182658,0.7171189016196878,,0.532081353739329,48.0,48.0,FedAdagrad,imbalanced,1,0.3,0,1282538739
13,0.7667238421955404,1.3270354957148949,0.14665660468392477,0.6966982385924789,0.21003816215521992,0.5699452697172658,0.7302174783846747,0.5323893159106821,121.86620926243566,32.468267581475125,0.6569468267581475,4.092624356775302,0.6966982385924789,0.7637367181768704,0.7655948368752408,,0.46130365265651685,48.0,48.0,FedAdagrad,imbalanced,1,0.3,0,1282538739
14,0.7127151051625239,1.9175573766903857,0.15870553226338333,0.7414367659109534,0.23062362381961277,0.5701922273093057,0.7275510740793609,0.5228234197377583,108.1142447418738,50.23996175908222,1.8264818355640533,4.575525812619503,0.7414367659109534,0.7136653822477688,0.7275510740793609,0.8352663120067592,0.4578550800121885,48.000000000000014,48.000000000000014,FedAdagrad,imbalanced,1,0.3,0,1282538739
15,0.8274853801169592,0.6031121813293321,0.3093738615438227,0.5923806684107931,0.2959778215686628,0.6482443577076058,0.7104141645945984,0.5952357665999314,162.05701754385964,28.2437865497076,1.4192251461988303,4.97953216374269,0.5923806684107931,0.8284476607784038,0.734719720150154,,0.5239198711286578,48.0,48.0,FedAdagrad,imbalanced,1,0.3,0,1282538739
