round,global_accuracy,global_logloss,global_precision_bin,global_recall_bin,global_f1_bin,global_precision_macro,global_recall_macro,global_f1_macro,global_tn,global_fp,global_fn,global_tp,global_sensitivity,global_specificity,global_balanced_accuracy,global_roc_auc,global_pr_auc,num-examples,fl_algo,dataset_balance_type,fraction,failure_rate,iid,seed
0,0.0339,0.6931471805599454,0.0339,1.0,0.0655769416771448,0.01695,0.5,0.0327884708385724,0,9661,0,339,1.0,0.0,0.5,0.5,0.0339,10000,FedAvg,imbalanced,1,0,0,428956419
1,0.0339,0.6931471805599454,0.0339,1.0,0.0655769416771448,0.01695,0.5,0.0327884708385724,0,9661,0,339,1.0,0.0,0.5,0.5,0.0339,10000,FedAvg,imbalanced,1,0,0,428956419
2,0.0339,0.6931471805599454,0.0339,1.0,0.0655769416771448,0.01695,0.5,0.0327884708385724,0,9661,0,339,1.0,0.0,0.5,0.5,0.0339,10000,FedAvg,imbalanced,1,0,0,428956419
3,0.9149,0.34033631149522536,0.1,0.1887905604719764,0.13074565883554648,0.535309829059829,0.564584701620938,0.5430028173258749,9085,576,275,64,0.1887905604719764,0.9403788427698996,0.564584701620938,0.5256389235190968,0.11063197411655347,10000,FedAvg,imbalanced,1,0,0,428956419
4,0.873,0.34169316562176383,0.1691542288557214,0.7020648967551623,0.27262313860252,0.5787002379004547,0.7905314650425226,0.6015246732784705,8492,1169,101,238,0.7020648967551623,0.878998033329883,0.7905314650425226,0.8736512920757026,0.4153050212325379,10000,FedAvg,imbalanced,1,0,0,428956419
5,0.8877,0.2798176659142789,0.1771004942339374,0.6342182890855457,0.2768834513844173,0.5814935660334267,0.7654064222572952,0.6080031719978409,8662,999,124,215,0.6342182890855457,0.8965945554290446,0.7654064222572952,0.8777885968552209,0.41927591428083183,10000,FedAvg,imbalanced,1,0,0,428956419
6,0.8735,0.3031663972655489,0.1669064748201439,0.6843657817109144,0.2683632157316368,0.5772395324158791,0.7822512067647833,0.5995639076852043,8503,1158,107,232,0.6843657817109144,0.8801366318186523,0.7822512067647833,0.8558517214393914,0.33520718259237414,10000,FedAvg,imbalanced,1,0,0,428956419
7,0.9444,0.17023451584886462,0.27628865979381445,0.3952802359882006,0.32524271844660196,0.6273718653672173,0.679474296650554,0.6481240709462881,9310,351,205,134,0.3952802359882006,0.9636683573129076,0.679474296650554,0.8662267383473804,0.3411489590368942,10000,FedAvg,imbalanced,1,0,0,428956419
8,0.7521,0.6843872836459488,0.09713855421686747,0.7610619469026548,0.17228714524207012,0.5430545712260808,0.756423738175476,0.5132532462464394,7263,2398,81,258,0.7610619469026548,0.7517855294482972,0.756423738175476,0.8156545231428005,0.41047406702149974,10000,FedAvg,imbalanced,1,0,0,428956419
9,0.8758,0.29633740783236173,0.15873015873015872,0.6194690265486725,0.2527075812274368,0.5719316346261143,0.7521317806379633,0.5924896832955812,8548,1113,129,210,0.6194690265486725,0.8847945347272539,0.7521317806379633,0.8415415322805953,0.2987625256832971,10000,FedAvg,imbalanced,1,0,0,428956419
10,0.8227,0.44124464864945856,0.13041237113402063,0.7463126843657817,0.22202720491443614,0.5598711979739582,0.7858465398849921,0.5609882088564054,7974,1687,86,253,0.7463126843657817,0.8253803954042025,0.7858465398849921,0.8335765335736939,0.38252984394761247,10000,FedAvg,imbalanced,1,0,0,428956419
11,0.8633,0.3896471483629139,0.1618421052631579,0.7256637168141593,0.26465841850457233,0.5754375620655412,0.796896655011986,0.5946521241963355,8387,1274,93,246,0.7256637168141593,0.8681295932098126,0.796896655011986,0.8217355978283272,0.35991657904428803,10000,FedAvg,imbalanced,1,0,0,428956419
12,0.9197,0.20057365791735185,0.2393258426966292,0.6283185840707964,0.34662327095199347,0.6127474438510588,0.7791215112673617,0.6519222582451619,8984,677,126,213,0.6283185840707964,0.9299244384639271,0.7791215112673617,0.8996222686536721,0.41018774956154797,10000,FedAvg,imbalanced,1,0,0,428956419
13,0.8862,0.279845618539047,0.18468823993685873,0.6902654867256637,0.29140722291407223,0.5863324401333212,0.791670368867438,0.6147696112395739,8628,1033,105,234,0.6902654867256637,0.8930752510092123,0.791670368867438,0.8701722920271542,0.3916606448563501,10000,FedAvg,imbalanced,1,0,0,428956419
