round,global_accuracy,global_logloss,global_precision_bin,global_recall_bin,global_f1_bin,global_precision_macro,global_recall_macro,global_f1_macro,global_tn,global_fp,global_fn,global_tp,global_sensitivity,global_specificity,global_balanced_accuracy,global_roc_auc,global_pr_auc,num-examples
311,0.9661,0.12051566845053731,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8744292885759396,0.4038498982316386,10000
312,0.9661,0.12021788303159396,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8724003298851722,0.4029782575238261,10000
313,0.9661,0.12226748399346327,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8624072884959416,0.41153046651773806,10000
314,0.9661,0.12294212466315746,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8692327727056355,0.39673560990087187,10000
315,0.9661,0.12176819078810777,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8668361892949759,0.4028750021636574,10000
316,0.9661,0.12234633743433201,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8705738090592623,0.35108720200080124,10000
317,0.9661,0.12177440413623263,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8711933360996789,0.3544429887365367,10000
318,0.9661,0.120241862725797,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8765232838658243,0.3729472748052907,10000
319,0.9661,0.12257870234541367,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8699918383648149,0.38653446001568675,10000
320,0.9661,0.11959247918489041,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8703921340523388,0.34783278221144565,10000
321,0.9661,0.12153024842556995,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8883294112905367,0.3765776238679739,10000
322,0.9661,0.11958435543996729,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8797146572647561,0.3762102739287654,10000
323,0.9661,0.12112109008182496,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8716092039306533,0.3828062441676933,10000
324,0.9661,0.12388327659975758,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8744250138698945,0.35883734523976785,10000
325,0.9661,0.12120825840867269,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8724592597613676,0.36887427275259793,10000
326,0.9661,0.11795443586255792,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8643553331079952,0.3855497593428104,10000
327,0.9661,0.12088578116049703,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8712266177396026,0.39203635066981657,10000
328,0.9661,0.12169320158656169,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8665061209210526,0.3465176187752917,10000
329,0.9661,0.12282686961840208,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8521553220548268,0.30228158706514685,10000
330,0.9661,0.12443311581134213,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8537470393843934,0.31738111450862383,10000
331,0.9661,0.12319952031827552,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8534768168951039,0.30343242042969076,10000
332,0.9661,0.12335208223095333,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8653980560468923,0.39519820710716846,10000
333,0.9661,0.12106630442896717,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8653104245729643,0.34820557989658407,10000
334,0.9661,0.12162348543244693,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8537781836712947,0.3769051675838216,10000
335,0.9661,0.12266275348281379,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8590769871505388,0.3775017707787238,10000
336,0.9661,0.12243462193108057,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8615434925386534,0.37543190899817624,10000
337,0.9661,0.1215141750558671,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8558379813128173,0.37374649509172514,10000
338,0.9661,0.1231268851703916,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8511141257966602,0.3529793137654978,10000
339,0.9661,0.12289340437595683,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8544963342868982,0.34956650363966035,10000
340,0.9661,0.12375956752370403,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8634967278651905,0.3423258516338091,10000
341,0.9661,0.12171263004217531,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.862741326239764,0.3469617490746345,10000
342,0.9662,0.11885320451396776,1.0,0.0029498525073746312,0.0058823529411764705,0.9830983098309831,0.5014749262536873,0.49434504218778047,9661,0,338,1,0.0029498525073746312,1.0,0.5014749262536873,0.8651879847783824,0.3355082631246104,10000
343,0.9661,0.12108320948430387,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8672505304452197,0.3623526544907082,10000
344,0.9661,0.120453191838708,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8617654719168606,0.35553685477589503,10000
345,0.9661,0.1220978593929086,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8659815534220701,0.3577125442014722,10000
346,0.9661,0.12202201837749874,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8619495896129529,0.3999858075315981,10000
347,0.9661,0.12347132341435058,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8725636847233303,0.37820632732963,10000
348,0.9661,0.12373060039811057,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8642759457100118,0.38953509671644304,10000
349,0.9661,0.12438365759631534,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.858696538312511,0.38389309938818056,10000
350,0.9661,0.12352641603537214,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8635742832462973,0.370433667988012,10000
351,0.9661,0.12366302439288133,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8635996261464227,0.3842940464997707,10000
352,0.9661,0.12377959859873104,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8620121835229013,0.39920029191652784,10000
353,0.9661,0.12155712850909545,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8613117424037711,0.38064545453928517,10000
354,0.9661,0.12107285566707801,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8665439826031677,0.35679759262041005,10000
355,0.9661,0.12052014469635365,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8718177485184327,0.33962006080377877,10000
356,0.9661,0.12131191467327726,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8736894590939638,0.35286959579568966,10000
357,0.9661,0.12127204257045755,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8785757534398407,0.39831794487483835,10000
358,0.9661,0.12046188919150513,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8744790583677524,0.3705836268910123,10000
359,0.9661,0.1189827210570121,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8704962536781555,0.3592786113791661,10000
360,0.9661,0.12161366815838598,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8713527215679377,0.3405576136062293,10000
361,0.9661,0.12082526034045077,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8664645952051843,0.37943501295100895,10000
362,0.9661,0.12401872751492711,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8679311247148541,0.37419399344681115,10000
363,0.9661,0.12303189739054728,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8608726690256938,0.3698026285664171,10000
364,0.9661,0.12501714358797525,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8531559086055635,0.36122650512624216,10000
365,0.9661,0.12480919170554004,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8564141506204889,0.3944916660657347,10000
366,0.9661,0.1271087520324598,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8566205578552456,0.3501635342632841,10000
367,0.9661,0.12240743457274962,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8604964948937108,0.3758347944160807,10000
368,0.9661,0.12129729461652589,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.868046541778076,0.36459285971927374,10000
369,0.9661,0.12344912967900776,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.868782401890153,0.37969070726169935,10000
370,0.9661,0.1217846669605162,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8700474095434034,0.36571950037128653,10000
371,0.9661,0.11858992476680169,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8662297917088412,0.3609181849802234,10000
372,0.9661,0.1206679222112612,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8715991278378323,0.3892745858121901,10000
373,0.9661,0.12340291638202706,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8791427626631295,0.3610959934484018,10000
374,0.9661,0.12452380715947128,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8736601468239392,0.3730274104766727,10000
375,0.9661,0.12643696967360196,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.868201957876436,0.36525265858991723,10000
376,0.9661,0.12359945090021779,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8624628596745301,0.36075681810466964,10000
377,0.9661,0.12328147772454458,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8571536747663185,0.3309091940833527,10000
378,0.9661,0.126439846432918,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8705197645614043,0.354978704761143,10000
379,0.9661,0.12677810879569612,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8680816554348765,0.3572887875392844,10000
380,0.9661,0.12243958838140984,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.853762611527844,0.38102983741603785,10000
381,0.9661,0.12304978298386518,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8428700498522326,0.38063733349531714,10000
382,0.9661,0.12393530662397641,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8500390372262775,0.3871047511430489,10000
383,0.9661,0.12356175369893685,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8549125074540187,0.3773074565036372,10000
384,0.9661,0.12242548378578294,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8571423773289133,0.3716311661851676,10000
385,0.9661,0.12618155449075952,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8637394701013319,0.36653052243787904,10000
386,0.9661,0.12271976380970659,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8569839078690926,0.37943863351807916,10000
387,0.9661,0.12231715031096493,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.852910113007961,0.36077519029421035,10000
388,0.9661,0.12225093831641161,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8534218563888076,0.3705296281197858,10000
389,0.9661,0.12115442991847886,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8532243039022875,0.3590937949140888,10000
390,0.9661,0.12026186623621388,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8576721355423792,0.3615503551068859,10000
391,0.9661,0.12065343849129093,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8557207322327187,0.3856913743750389,10000
392,0.9661,0.1203242957559205,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8598733038195414,0.37165583500380556,10000
393,0.9661,0.12210107995361731,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8562514064546228,0.3879168770930892,10000
394,0.9661,0.12401127784033238,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8718757623861897,0.3583207927179354,10000
395,0.9661,0.12284098185881676,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8658853725360517,0.3532411744525584,10000
396,0.9662,0.1172432902882009,1.0,0.0029498525073746312,0.0058823529411764705,0.9830983098309831,0.5014749262536873,0.49434504218778047,9661,0,338,1,0.0029498525073746312,1.0,0.5014749262536873,0.8526878282936076,0.3843390623899712,10000
397,0.9661,0.12029937856207185,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8488375394914138,0.34192682465389673,10000
398,0.9661,0.1209101754989158,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8583154788021907,0.3594324448254029,10000
399,0.9661,0.11959702132535649,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8564349134784229,0.35650453604810073,10000
400,0.9661,0.12176456785850114,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8473187975007626,0.29049999521553055,10000
401,0.9661,0.12244018813662247,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8665058155849065,0.3537204892519806,10000
402,0.9661,0.12318393391038653,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8630042206615475,0.3367020908430645,10000
403,0.9661,0.1217579725248108,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8594949923345361,0.3719226125547661,10000
404,0.9661,0.12216640958619575,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8539363477949692,0.3908002836779657,10000
405,0.9661,0.12259274765137956,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8535421588303672,0.3746919441654223,10000
406,0.9661,0.12310643315558045,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8584415826305258,0.3676456418990195,10000
407,0.9661,0.12120284911662152,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.855847446733346,0.4050842248411369,10000
408,0.9661,0.12285207475313063,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8716498136380834,0.36649193162192156,10000
409,0.9661,0.12126278458826283,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8729426068806279,0.35777680814482987,10000
410,0.9661,0.1217052737726135,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8785287316733429,0.3923503632291491,10000
411,0.9661,0.12190593167170996,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8731029083573252,0.35797303319413837,10000
412,0.9661,0.12299421659501854,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8687219453332271,0.3488846015203471,10000
413,0.9661,0.1210658186396919,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8636078702223671,0.38737642882675305,10000
414,0.9661,0.12061508668992478,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8636994710661939,0.3950120015541198,10000
415,0.9661,0.11994906286471692,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8590934753024279,0.3636260071651053,10000
416,0.9661,0.12210757321494611,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8738549512851445,0.3702873935884937,10000
417,0.9661,0.12321442743374367,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8650899718754875,0.39200511464050963,10000
418,0.9661,0.12139478819002884,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8672383169993763,0.35972012890111027,10000
419,0.9661,0.12254347603549902,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8667717633681508,0.38827663619853836,10000
420,0.9661,0.12153352309802927,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.873360917400771,0.39195293071781634,10000
421,0.9661,0.11876142059954493,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8646594479095009,0.3670863715707142,10000
422,0.9661,0.11921977432041558,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8630375023014712,0.3498414700109057,10000
423,0.9661,0.12099482991959616,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8601050539544236,0.369543236025155,10000
424,0.9661,0.12000907428882644,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8689478940813337,0.33128845936147,10000
425,0.9661,0.12158946770017465,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8764973302934066,0.3701271285582302,10000
426,0.9661,0.1190833940716474,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8666560409687827,0.38320549306841906,10000
427,0.9661,0.12012800163843626,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8686917170547642,0.3977594752987074,10000
428,0.9661,0.12163881801762405,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.869641923141396,0.41102660358680126,10000
429,0.9661,0.12184350850705293,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8761141334300638,0.3994651906985693,10000
430,0.9662,0.11831623150058194,1.0,0.0029498525073746312,0.0058823529411764705,0.9830983098309831,0.5014749262536873,0.49434504218778047,9661,0,338,1,0.0029498525073746312,1.0,0.5014749262536873,0.8654948476052028,0.370765873200879,10000
431,0.9661,0.11983332225674286,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8604665719513941,0.388444743493879,10000
432,0.9661,0.12068126978902967,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.860819235200128,0.37888018942632706,10000
433,0.9661,0.12171793602768544,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8542832096569274,0.39355382326970756,10000
434,0.9661,0.12286853289000951,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8529418679671545,0.3821590068564623,10000
435,0.9661,0.12334748818045536,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8528261455677862,0.40661268102188347,10000
436,0.9661,0.12110667331914965,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8596659805763465,0.34038248970221435,10000
437,0.9661,0.12205314958466457,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8561842325024831,0.39625705067970446,10000
438,0.9661,0.12253303706350512,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8634350499636804,0.3742187973623688,10000
439,0.9661,0.1229825783703835,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8658258319875642,0.37792654897006844,10000
440,0.9661,0.12163779260024023,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8632078798709893,0.3755003590756906,10000
441,0.9661,0.11983929256758666,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8597096436452373,0.36774913362021905,10000
442,0.9661,0.12135679056297717,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8684834778031311,0.34181417555551025,10000
443,0.9661,0.12133929297547322,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8805906666678879,0.39063647279666175,10000
444,0.9661,0.12243620972668987,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8773867744869666,0.4008997102518271,10000
445,0.9661,0.12450638862392123,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8749996564968355,0.37851081100769146,10000
446,0.9661,0.12381069652917767,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8761153547746483,0.35699596076078455,10000
447,0.9661,0.12129608304275402,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8667372603836427,0.34821290829106943,10000
448,0.9661,0.1233906010101545,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8760591729237676,0.37963861587058234,10000
449,0.9661,0.12270193064729551,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8712910436664276,0.37769994903083043,10000
450,0.9661,0.12148302455782459,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8677314348753113,0.35760711066731715,10000
451,0.9661,0.11975540371079532,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8662423104908309,0.3482629863726711,10000
452,0.9661,0.11949268844856566,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8600397120191605,0.3264731035411748,10000
453,0.9661,0.12116421418806113,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8661409388903292,0.34564725939778107,10000
454,0.9661,0.12111088907301615,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8668896231205414,0.32904687178161934,10000
455,0.9661,0.12068534394467492,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8666090192022851,0.33122778346430365,10000
456,0.9661,0.12113999114262071,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8575304595705936,0.35727460132453986,10000
457,0.9662,0.11876870230232034,1.0,0.0029498525073746312,0.0058823529411764705,0.9830983098309831,0.5014749262536873,0.49434504218778047,9661,0,338,1,0.0029498525073746312,1.0,0.5014749262536873,0.8602024561850264,0.3290447181568362,10000
458,0.9661,0.12230462076906533,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8609841167190165,0.36775737897968996,10000
459,0.9661,0.12360920835178808,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.868354320613335,0.3915124686932585,10000
460,0.9661,0.12034492647121552,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8695585663735135,0.36198997410532274,10000
461,0.9661,0.11964482994053574,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8667653513090829,0.4031587898760058,10000
462,0.9661,0.1198237588204897,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8710849417678168,0.35219642830299247,10000
463,0.9661,0.11939655253995861,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8745944754309742,0.37951068743800964,10000
464,0.9661,0.11946039543557473,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8653009591524358,0.325829683729591,10000
465,0.9661,0.11969238775812767,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8682083699355039,0.37018474495100534,10000
466,0.9661,0.11997336111236911,0.0,0.0,0.0,0.48305,0.5,0.49137887187833784,9661,0,339,0,0.0,1.0,0.5,0.8759657400630642,0.3720199147532601,10000
